SQ_CANDIDATO;SG_UF;estrato_final;cluster_final_codigo;perfil_patrimonial_final
250001605007;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001605008;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001605010;SP;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
250001605011;SP;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
250001605012;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001605014;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001605015;SP;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
250001605016;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001605018;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001605019;SP;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
250001605020;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001605021;SP;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
250001605023;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001605024;SP;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
250001605026;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001605027;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001605028;SP;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
250001605030;SP;Patrimônio intermediário;intermediario_k10_c3;Patrimônio intermediário - créditos direitos misto
250001605032;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001605033;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001605034;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001605035;SP;Patrimônio intermediário;intermediario_k10_c2;Patrimônio intermediário - imobiliário rural agropecuário
250001605036;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001605037;SP;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
250001605038;SP;Alto patrimônio;alto_k9_c8;Alto patrimônio - imobiliário rural agropecuário financeiro misto mais diversificado
250001605039;SP;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
250001605040;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001605041;SP;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
250001605042;SP;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
250001605043;SP;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
250001605044;SP;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
250001605045;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001605046;SP;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
250001605048;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001605049;SP;Alto patrimônio;alto_k9_c7;Alto patrimônio - imobiliário societário
250001605050;SP;Patrimônio intermediário;intermediario_k10_c3;Patrimônio intermediário - créditos direitos misto
250001605052;SP;Alto patrimônio;alto_k9_c4;Alto patrimônio - imobiliário rural agropecuário financeiro misto mais concentrado
250001605053;SP;Alto patrimônio;alto_k9_c4;Alto patrimônio - imobiliário rural agropecuário financeiro misto mais concentrado
250001605054;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001605056;SP;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
250001606061;SP;Patrimônio intermediário;intermediario_k10_c3;Patrimônio intermediário - créditos direitos misto
250001606062;SP;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
250001606063;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001606065;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001606066;SP;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
250001606067;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001606070;SP;Patrimônio intermediário;intermediario_k10_c4;Patrimônio intermediário - societário concentrado
250001606071;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001606072;SP;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
250001606075;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001606076;SP;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
250001606077;SP;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
250001606079;SP;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
250001606080;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001606081;SP;Baixo patrimônio;baixo_k8_c7;Baixo patrimônio - dinheiro espécie outros ativos
250001606083;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001606084;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001606085;SP;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
250001606087;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001606088;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001606089;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001606090;SP;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
250001606091;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001606092;SP;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
250001606095;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001606099;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001606101;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001606102;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001606103;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001606104;SP;Patrimônio intermediário;intermediario_k10_c9;Patrimônio intermediário - rural agropecuário concentrado
250001606105;SP;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
250001606106;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001606109;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001606111;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001606112;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001606226;SP;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
250001606227;SP;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
250001606229;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001606231;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001606232;SP;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
250001606234;SP;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
250001606235;SP;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
250001606236;SP;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
250001606237;SP;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
250001606238;SP;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
250001606239;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001606240;SP;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
250001606242;SP;Patrimônio intermediário;intermediario_k10_c4;Patrimônio intermediário - societário concentrado
250001606243;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001606244;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001606245;SP;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
250001606246;SP;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
250001606248;SP;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
250001606249;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001606254;SP;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
250001606255;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001606257;SP;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
250001606260;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001606262;SP;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
250001606263;SP;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
250001606265;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001606269;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001606270;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001606271;SP;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
250001606274;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001606276;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001606277;SP;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
250001606279;SP;Alto patrimônio;alto_k9_c4;Alto patrimônio - imobiliário rural agropecuário financeiro misto mais concentrado
250001606282;SP;Baixo patrimônio;baixo_k8_c4;Baixo patrimônio - rural agropecuário veicular
250001606283;SP;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
250001606284;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001606285;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001606288;SP;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
250001606289;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001606290;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001606291;SP;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
250001606292;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001606294;SP;Patrimônio intermediário;intermediario_k10_c4;Patrimônio intermediário - societário concentrado
250001606295;SP;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
250001606296;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001609938;SP;Patrimônio intermediário;intermediario_k10_c4;Patrimônio intermediário - societário concentrado
250001609939;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001609947;SP;Ultra-alto patrimônio;ultra_k7_c3;Ultra alto patrimônio - créditos direitos misto
250001609948;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001609949;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001609950;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001609951;SP;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
250001609952;SP;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
250001609953;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001609954;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001609955;SP;Patrimônio intermediário;intermediario_k10_c2;Patrimônio intermediário - imobiliário rural agropecuário
250001609956;SP;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
250001609958;SP;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
250001609959;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001609961;SP;Ultra-alto patrimônio;ultra_k7_c4;Ultra alto patrimônio - imobiliário concentrado
250001609962;SP;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
250001609963;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001609965;SP;Patrimônio intermediário;intermediario_k10_c4;Patrimônio intermediário - societário concentrado
250001609966;SP;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
250001609967;SP;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
250001609968;SP;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
250001609969;SP;Baixo patrimônio;baixo_k8_c5;Baixo patrimônio - créditos direitos financeiro
250001609970;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001609971;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001609973;SP;Ultra-alto patrimônio;ultra_k7_c0;Ultra alto patrimônio - imobiliário financeiro com rural agropecuário
250001609974;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001609976;SP;Patrimônio intermediário;intermediario_k10_c4;Patrimônio intermediário - societário concentrado
250001609979;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001609980;SP;Baixo patrimônio;baixo_k8_c5;Baixo patrimônio - créditos direitos financeiro
250001609981;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001609982;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001609983;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001609984;SP;Patrimônio intermediário;intermediario_k10_c4;Patrimônio intermediário - societário concentrado
250001609987;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001609988;SP;Patrimônio intermediário;intermediario_k10_c2;Patrimônio intermediário - imobiliário rural agropecuário
250001609990;SP;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
250001609991;SP;Ultra-alto patrimônio;ultra_k7_c2;Ultra alto patrimônio - imobiliário financeiro com societário
250001609992;SP;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
250001609993;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001609994;SP;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
250001609995;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001609997;SP;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
250001609998;SP;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
250001609999;SP;Alto patrimônio;alto_k9_c8;Alto patrimônio - imobiliário rural agropecuário financeiro misto mais diversificado
250001610000;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001610001;SP;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
250001610002;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001610003;SP;Ultra-alto patrimônio;ultra_k7_c0;Ultra alto patrimônio - imobiliário financeiro com rural agropecuário
250001610004;SP;Alto patrimônio;alto_k9_c8;Alto patrimônio - imobiliário rural agropecuário financeiro misto mais diversificado
250001610005;SP;Ultra-alto patrimônio;ultra_k7_c2;Ultra alto patrimônio - imobiliário financeiro com societário
250001610006;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001610007;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001610009;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001610011;SP;Alto patrimônio;alto_k9_c7;Alto patrimônio - imobiliário societário
250001610013;SP;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
250001610015;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610016;SP;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
250001610018;SP;Ultra-alto patrimônio;ultra_k7_c6;Ultra alto patrimônio - imobiliário misto
250001610020;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610023;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610024;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001610025;SP;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
250001610026;SP;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
250001610027;SP;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
250001610029;SP;Patrimônio intermediário;intermediario_k10_c3;Patrimônio intermediário - créditos direitos misto
250001610109;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001610110;SP;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
250001610111;SP;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
250001610112;SP;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
250001610113;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610114;SP;Ultra-alto patrimônio;ultra_k7_c0;Ultra alto patrimônio - imobiliário financeiro com rural agropecuário
250001610115;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001610116;SP;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
250001610117;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610118;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001610119;SP;Patrimônio intermediário;intermediario_k10_c2;Patrimônio intermediário - imobiliário rural agropecuário
250001610120;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610121;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001610123;SP;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
250001610124;SP;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
250001610125;SP;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
250001610126;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610127;SP;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
250001610128;SP;Patrimônio intermediário;intermediario_k10_c3;Patrimônio intermediário - créditos direitos misto
250001610129;SP;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
250001610130;SP;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
250001610131;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610132;SP;Patrimônio intermediário;intermediario_k10_c4;Patrimônio intermediário - societário concentrado
250001610133;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610134;SP;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
250001610135;SP;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
250001610136;SP;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
250001610137;SP;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
250001610138;SP;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
250001610139;SP;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
250001610140;SP;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
250001610141;SP;Ultra-alto patrimônio;ultra_k7_c1;Ultra alto patrimônio - rural agropecuário imobiliário
250001610142;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001610143;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001610144;SP;Ultra-alto patrimônio;ultra_k7_c2;Ultra alto patrimônio - imobiliário financeiro com societário
250001610145;SP;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
250001610146;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610147;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610148;SP;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
250001610149;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610150;SP;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
250001610151;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610152;SP;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
250001610153;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610154;SP;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
250001610155;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001610156;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001610157;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610158;SP;Alto patrimônio;alto_k9_c0;Alto patrimônio - veicular imobiliário
250001610159;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610160;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610161;SP;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
250001610162;SP;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
250001610163;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001610164;SP;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
250001610165;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001610166;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610167;SP;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
250001610168;SP;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
250001610169;SP;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
250001610170;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001610171;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001610172;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001610173;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001610174;SP;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
250001610176;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001610177;SP;Ultra-alto patrimônio;ultra_k7_c2;Ultra alto patrimônio - imobiliário financeiro com societário
250001610178;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610179;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610180;SP;Ultra-alto patrimônio;ultra_k7_c0;Ultra alto patrimônio - imobiliário financeiro com rural agropecuário
250001610181;SP;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
250001610182;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001610183;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610184;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001610185;SP;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
250001610186;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001610187;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610188;SP;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
250001610189;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610190;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610191;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610192;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001610193;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001610196;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001610197;SP;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
250001610198;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610199;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001610200;SP;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
250001610201;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610202;SP;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
250001610203;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001610256;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001610257;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
